cn_id,split,hateSpeech,counterSpeech,cs_keywords_score,cs_keywords_frequency,sorted_cs_keywords,hs_keywords,hs_keywords_score,hs_keywords_frequency,sorted_hs_keywords,sorted_generated_cn_keywords,generated_cn_keywords
FRT1ST0022HS0014CN000600T1,train,Muslims are all terrorists.,Muslims are people of peace.,"600.0, 200.0","1, 1","people of peace', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000601T1,train,Muslims are all terrorists.,Terrorists are not Muslims.,"166.667, 166.667","1, 1","terrorists', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000602T1,train,Muslims are all terrorists.,The terrorists know nothing about Islam.,"428.57099999999997, 142.857","1, 1","nothing about islam', 'terrorists'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000603T1,train,Muslims are all terrorists.,The terrorists have all served in prison.,"111.111, 111.111","1, 1","prison', 'terrorists'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000604T1,train,Muslims are all terrorists.,Terrorists are all frustrated offenders who are rejected by the Society.,"181.81799999999998, 90.90899999999999, 90.90899999999999","1, 1, 2001","frustrated offenders', 'terrorists', 'society'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000605T1,train,Muslims are all terrorists.,"It is a prohibited statement, I complain.",210,1,statement',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000606T1,train,Muslims are all terrorists.,And those who say that are all racist.,100,1,racist',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000607T1,train,Muslims are all terrorists.,"Ignorance of the Muslim religion, Islam is a religion of peace.","272.72700000000003, 190.90900000000002, 181.81799999999998, 90.90899999999999","1, 1, 1, 1","muslim religion', 'ignorance', 'religion of peace', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000608T1,train,Muslims are all terrorists.,I never answer that statement because it is a irrational statement.,"381.81800000000004, 190.90900000000002","1, 1","irrational statement', 'statement'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000609T1,train,Muslims are all terrorists.,Amalgams that can kill.,167,1,amalgams',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000610T1,train,Muslims are all terrorists.,Racist comments.,1000,1,racist comments',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000611T1,train,Muslims are all terrorists.,"Unfortunately, this proposal was taken up by the political class.","181.81799999999998, 90.90899999999999","1, 1","political class', 'proposal'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000612T1,train,Muslims are all terrorists.,Stop the slander and rumors.,"142.857, 142.857","1, 1","rumors', 'slander'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000613T1,train,Muslims are all terrorists.,"There are more than a billion Muslims in the world, so if that were the case, we would have seen more terrorist acts.","76.923, 38.461999999999996, 38.461999999999996","1, 1, 2001","terrorist acts', 'world', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000614T1,train,Muslims are all terrorists.,"Terrorism has always existed and it is the work of terrorists, linking it to Muslims shows the will to stigmatize this community and make it responsible for all evils.","142.857, 107.14299999999999, 75.0, 75.0, 35.714, 35.714","1, 1, 1, 1, 1, 1","responsible for all evils', 'work of terrorists', 'linking', 'community', 'terrorism', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000615T1,train,Muslims are all terrorists.,"A Muslim can be subject to psychological disorders like any human being, so before you put everything back on his religion, see if the person you describe is psychologically stable, if not, then sympathize with his condition and offer him to treat himself.","43.478, 43.478, 21.739, 21.739, 21.739, 21.739","1, 1, 1, 1, 1, 1","psychological disorders', 'stable', 'human being', 'person', 'muslim', 'religion'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000616T1,train,Muslims are all terrorists.,So many lies and manipulations.,"285.714, 142.857","1, 1","manipulations', 'many lies'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000617T1,train,Muslims are all terrorists.,It was non-Muslims who opened the practice of terrorism.,"700.0, 111.111","1, 1","practice of terrorism', 'non-muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000618T1,train,Muslims are all terrorists.,Terrorism is a method contrary to Muslim dogma.,"262.5, 250.0","1, 1","muslim dogma', 'terrorism'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000619T1,train,Muslims are all terrorists.,Terrorism is not a Muslim value.,"300.0, 285.714","1, 1","muslim value', 'terrorism'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000620T1,train,Muslims are all terrorists.,Islam prohibits terrorism.,"420.0, 200.0","1, 1","terrorism', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000621T1,train,Muslims are all terrorists.,"If that were the case, you wouldn't be here writing me incongruities.","125.0, 62.5","1, 1","incongruities', 'writing'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000622T1,train,Muslims are all terrorists.,"Like any generality, this argument is not a general one.","161.53799999999998, 161.53799999999998","1, 1","generality', 'argument'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000623T1,train,Muslims are all terrorists.,"The amalgam is easy since it starts from a sophism. All terrorists are Muslim (this has yet to be proven). Muslims are all Muslims, so all Muslims are terrorists. This sentence is as true as this sophism: All cats are mortal. Socrates is mortal, so Socrates is a cat.","142.373, 50.847, 35.593, 35.593, 33.898, 33.898, 33.898, 16.949, 16.949, 16.949, 16.949","1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 1","true as this sophism', 'sophism', 'mortal', 'socrates', 'cat', 'cats', 'amalgam', 'sentence', 'terrorists', 'muslim', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000624T1,train,Muslims are all terrorists.,"A single counter-example is enough to prove that not all Muslims are terrorists. However, it is not difficult to find a (and even several) neighbour, friend, colleague or acquaintance who is both Muslim and at the same time ""non-terrorist"".","44.681000000000004, 42.553000000000004, 21.276999999999997, 21.276999999999997, 21.276999999999997, 21.276999999999997, 21.276999999999997, 21.276999999999997, 21.276999999999997","1, 1, 1, 1, 1, 1, 1, 1, 1","acquaintance', 'single counter-example', 'colleague', 'non-terrorist', 'neighbour', 'friend', 'terrorists', 'muslim', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000625T1,train,Muslims are all terrorists.,It is like saying all priests are pedophiles.,"100.0, 100.0","1, 1","pedophiles', 'priests'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000626T1,train,Muslims are all terrorists.,It is wrong to generalize because there would be 1.5 billion terrorists.,"71.429, 71.429","1, 1","terrorists', 'wrong'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000627T1,train,Muslims are all terrorists.,Islam is a religion of peace misinterpreted by a tiny minority that does not make all Muslims terrorists.,"300.0, 214.28599999999997, 142.857, 71.429","1, 1, 1, 1","muslims terrorists', 'tiny minority', 'religion of peace', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000628T1,train,Muslims are all terrorists.,Terrorists are misguided Muslims.,"500.0, 250.0","1, 1","misguided muslims', 'terrorists'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000629T1,train,Muslims are all terrorists.,"Just because terrorists claim to be Muslims, does not mean that all Muslims should be put in the same bag. Just as anders brevick claimed to be Christian, we should not consider Christians as terrorists.","81.081, 54.053999999999995, 54.053999999999995, 27.026999999999997, 27.026999999999997, 27.026999999999997","1, 2, 1, 1, 1, 1","christians as terrorists', 'same bag', 'anders', 'christian', 'terrorists', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000630T1,train,Muslims are all terrorists.,What frightens me personally is the ignorance you proudly display in the eyes of the world.,"116.667, 55.556000000000004, 55.556000000000004","1, 1, 2001","eyes', 'ignorance', 'world'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000631T1,train,Muslims are all terrorists.,The first victims of terrorists are Muslims. Are you sure?,"272.72700000000003, 181.81799999999998, 90.90899999999999","1, 1, 2001","victims of terrorists', 'first victims', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000632T1,train,Muslims are all terrorists.,"Islam has existed for more than 1400 years, and I have only heard this statement for a few years, I don't know where I was thinking all that time.","63.636, 60.606, 30.303, 30.303, 30.303","1, 1, 1, 1, 1","few years', 'thinking', 'statement', 'years', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000633T1,train,Muslims are all terrorists.,"If 1 in 7 people in the world were terrorists, there would no longer be anyone in this world for a long time.","76.923, 38.461999999999996, 38.461999999999996","2, 1, 2001","terrorists', 'world', 'people'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000634T1,train,Muslims are all terrorists.,1.5 billion terrorists.,200,1,terrorists',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000635T1,train,Muslims are all terrorists.,Many solidarity actions are carried out by Muslims.,"1050.0, 166.667","1, 1","many solidarity actions', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000636T1,train,Muslims are all terrorists.,Only extremists can make his point.,"125.0, 125.0","1, 1","extremists', 'point'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000637T1,train,Muslims are all terrorists.,Terrorists are the ones who say the same thing.,"90.90899999999999, 90.90899999999999","1, 1","thing', 'terrorists'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000638T1,train,Muslims are all terrorists.,Same shortcut as terrorists go.,"600.0, 400.0","1, 1","shortcut as terrorists', 'same shortcut'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000639T1,train,Muslims are all terrorists.,"At present, the only terrorism is state terrorism. I will not mention the great world power that has granted itself the right to life and death on the entire planet or even some rogue murderous colonial oriental states.","140.0, 140.0, 100.0, 100.0, 66.667, 66.667, 33.333, 33.333","1, 1, 1, 1, 1, 1, 1, 1","only terrorism', 'state terrorism', 'great world power', 'rogue murderous colonial', 'oriental states', 'entire planet', 'death', 'life'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000640T1,train,Muslims are all terrorists.,"Do you have a concrete example, do you know the Muslim population?","350.0, 166.667","1, 1","concrete example', 'muslim population'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000641T1,train,Muslims are all terrorists.,"I do not support this. If we go back to the beginning of terrorism, the initiators were not Muslims.","300.0, 47.619, 47.619","1, 1, 2001","beginning of terrorism', 'initiators', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000642T1,train,Muslims are all terrorists.,We can't say without proof. It has been proven that many attacks attributed to Muslims have in fact been false flag operations.,"142.857, 95.238, 47.619, 47.619","1, 1, 1, 1","false flag operations', 'many attacks', 'proof', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000643T1,train,Muslims are all terrorists.,Did you know that over 90% of global victims of terrorism are Muslim?,"484.615, 153.846, 76.923","1, 1, 2001","global victims', 'victims of terrorism', 'muslim'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000644T1,train,Muslims are all terrorists.,Inciting hatred.,"250.0, 250.0","1, 1","inciting', 'hatred'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000645T1,train,Muslims are all terrorists.,Insult and defamation.,"420.0, 200.0","1, 1","defamation', 'insult'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000646T1,train,Muslims are all terrorists.,Exacerbated Islamophobia.,250,1,islamophobia',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000647T1,train,Muslims are all terrorists.,Endangering the lives of Muslims.,"600.0, 200.0","1, 1","lives of muslims', 'endangering'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000648T1,train,Muslims are all terrorists.,"No, studies show that most terrorists are not Muslims (separatists for example).","200.0, 133.333, 66.667, 66.667","1, 1, 1, 1","separatists for example', 'most terrorists', 'studies', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000649T1,train,Muslims are all terrorists.,"It is not the Muslims who are bombing Syria, Libya, Mali and so on.","125.0, 62.5, 62.5, 62.5","1, 1, 1, 1","bombing syria', 'mali', 'libya', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000650T1,train,Muslims are all terrorists.,"If Muslims were all terrorists, France would be a war zone.","161.53799999999998, 153.846, 76.923, 76.923","1, 1, 1, 1","war zone', 'france', 'terrorists', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000651T1,train,Muslims are all terrorists.,Are all priests pedophiles?,500,1,priests pedophiles',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000652T1,train,Muslims are all terrorists.,This is what the media want to show when it is totally false.,"66.667, 66.667","1, 1","false', 'media'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000653T1,train,Muslims are all terrorists.,Stop listening to the media and make your own truth.,"181.81799999999998, 90.90899999999999, 90.90899999999999","1, 1, 2001","own truth', 'listening', 'media'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000654T1,train,Muslims are all terrorists.,Read instead of listening to the media.,"222.222, 111.111, 111.111","1, 1, 2001","read', 'listening', 'media'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000655T1,train,Muslims are all terrorists.,You should look more closely at the Muslim religion.,222,1,muslim religion',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000656T1,train,Muslims are all terrorists.,"Do you have the right to call all Muslims around you terrorists? Your colleagues at work, your classmates, your neighbour?","130.435, 43.478, 43.478, 43.478, 43.478","1, 1, 1, 1, 1","colleagues at work', 'classmates', 'neighbour', 'terrorists', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000657T1,train,Muslims are all terrorists.,"Those who know Islam well and practice it (Mr. And Mrs. Everyone) do not make people talk about them on the one hand, and on the other hand they are rarely or never talked about.","50.0, 25.0, 25.0","1, 1, 2001","other hand', 'people', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000658T1,train,Muslims are all terrorists.,Since when has a people or a community been judged through the behaviour of a few misguided people?,"166.667, 116.667, 55.556000000000004, 55.556000000000004","1, 1, 1, 1","few misguided people', 'behaviour', 'community', 'people'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000659T1,train,Muslims are all terrorists.,"I don't have to teach anyone who does not want to know the universally known values of Islam,.",143,1,values of islam',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000660T1,train,Muslims are all terrorists.,"All known terrorists had no Islamic practice until then, their profile is known to everyone!","133.333, 133.333, 66.667","1, 1, 2001","islamic practice', 'known terrorists', 'profile'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000661T1,train,Muslims are all terrorists.,How many Muslims are there in France and Europe? Do you really think that the life project of these Millions of Muslims is to blow themselves up in the middle of a crowd?,"93.75, 65.625, 62.5, 62.5, 31.25, 31.25, 31.25","1, 1, 1, 1, 1, 1, 1","life project', 'middle', 'crowd', 'millions of muslims', 'many muslims', 'europe', 'france'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000662T1,train,Muslims are all terrorists.,Why in this case do Muslims unanimously condemn all attacks on French and European soil?,"133.333, 66.667, 66.667, 66.667","1, 1, 1, 1","european soil', 'attacks', 'french', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000663T1,train,Muslims are all terrorists.,"Whoever says terrorism says ""who sows terror"". Have the millions of Muslims in France set our country on fire and blood?","136.364, 136.364, 95.455, 95.455, 45.455, 45.455","1, 1, 1, 1, 1, 1","country on fire', 'blood', 'millions of muslims', 'terror', 'france', 'terrorism'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000664T1,train,Muslims are all terrorists.,You should try visiting a mosque and chat with an imam. You would be very surprised at the level of tolerance shown by the Muslim.,"242.308, 153.846, 38.461999999999996, 38.461999999999996, 38.461999999999996, 38.461999999999996, 38.461999999999996","1, 1, 1, 1, 1, 1, 1","level of tolerance', 'surprised at the level', 'imam', 'chat', 'visiting', 'mosque', 'muslim'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000665T1,train,Muslims are all terrorists.,It is a message of provocation and hatred.,"1200.0, 125.0","1, 1","message of provocation', 'hatred'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000666T1,train,Muslims are all terrorists.,"These messages only wake up all the madmen who have nothing left to lose in all the communities, hatred and fear!","41.667, 41.667, 41.667, 41.667, 41.667","1, 1, 1, 1, 1","madmen', 'messages', 'communities', 'fear', 'hatred'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000668T1,train,Muslims are all terrorists.,The media! The media! The media! They no longer do their job honestly!,"166.667, 55.556000000000004","3, 1","job', 'media'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000669T1,train,Muslims are all terrorists.,Media are responsible for this speech!,"666.6669999999999, 166.667","1, 1","responsible for this speech', 'media'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000670T1,train,Muslims are all terrorists.,And the Germans are all Nazis ???,"125.0, 125.0","1, 1","nazis', 'germans'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000672T1,train,Muslims are all terrorists.,Islam is a religion of peace.,"500.0, 166.667","1, 1","religion of peace', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000673T1,train,Muslims are all terrorists.,"""muslims"" as a homogeneous whole does not exist.","200.0, 100.0","1, 1","homogeneous whole', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000674T1,train,Muslims are all terrorists.,Ignorance leads to hate.,350,1,ignorance',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000675T1,train,Muslims are all terrorists.,"If that were the case, the planet would already have been decimated given the number of Muslims.","157.895, 52.632","1, 1","planet', 'number of muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000676T1,train,Muslims are all terrorists.,A deviant minority does not represent all Muslim believers.,"600.0, 285.714","1, 1","deviant minority', 'muslim believers'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000677T1,train,Muslims are all terrorists.,So all the priests are pedophiles and all the Germans are Nazis.,"71.429, 71.429, 71.429, 71.429","1, 1, 1, 1","pedophiles', 'nazis', 'germans', 'priests'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000678T1,train,Muslims are all terrorists.,"If this would be the case then no Christian, Jew or pagan could have lived in Muslim land during or after the Prophet's time.","120.0, 80.0, 40.0, 40.0, 40.0","1, 1, 1, 1, 1","""prophet s time""', 'muslim land', 'jew', 'pagan', 'christian'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000679T1,train,Muslims are all terrorists.,Your reflection proves that learning is vital.,"233.333, 111.111, 111.111","1, 1, 2001","vital', 'reflection', 'learning'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000680T1,train,Muslims are all terrorists.,"I'm not answering that question, because whoever asks it seeks to provoke.",63,1,answering',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000681T1,train,Muslims are all terrorists.,First learn what a Muslim is before judging.,"100.0, 100.0","1, 1","judging', 'muslim'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000682T1,train,Muslims are all terrorists.,"Judged these is easy. Take the time to get to know each other, be smart.",53,1,smart',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000683T1,train,Muslims are all terrorists.,Generality is always wrong.,"350.0, 166.667","1, 1","generality', 'wrong'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000684T1,train,Muslims are all terrorists.,A Muslim by definition is the opposite of terror.,"300.0, 210.0, 100.0","1, 1, 2001","opposite of terror', 'definition', 'muslim'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000685T1,train,Muslims are all terrorists.,A shortcut is never the best way to express yourself.,"166.667, 83.333","1, 1","shortcut', 'best way'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000686T1,train,Muslims are all terrorists.,A non-Muslim who commits a massacre is just a fool or a criminal.,"66.667, 66.667, 66.667, 66.667","1, 1, 1, 1","fool', 'massacre', 'criminal', 'non-muslim'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000687T1,train,Muslims are all terrorists.,Islam condemns terrorism.,"420.0, 200.0","1, 1","terrorism', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000688T1,train,Muslims are all terrorists.,Almost all Muslims live in peace with other religions.,"500.0, 125.0","1, 1","peace with other religions', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000689T1,train,Muslims are all terrorists.,Religious terrorism exists in all religions and this remains an infinitely small minority.,"350.0, 350.0, 83.333","1, 1, 2001","religious terrorism', 'small minority', 'religions'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000690T1,train,Muslims are all terrorists.,With all Muslims as terrorist all the earth would be civil war. So WRONG!,"133.333, 66.667, 66.667, 66.667, 66.667","1, 1, 1, 1, 1","civil war', 'earth', 'terrorist', 'wrong', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000691T1,train,Muslims are all terrorists.,Yes we are more than 1 billion of terrorist! And it is we who create any conflicts!,"50.0, 50.0","1, 1","conflicts', 'terrorist'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000692T1,train,Muslims are all terrorists.,1.8 billion Muslims in the world. So 1.8 billion terrorists.,"76.923, 76.923, 76.923","1, 1, 2001","terrorists', 'world', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000693T1,train,Muslims are all terrorists.,"There are 8.5 million Muslims in France. If they were terrorized, France has long been a bloodbath.","331.579, 110.52600000000001, 52.632","1, 1, 2001","bloodbath', 'muslims in france', 'france'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000694T1,train,Muslims are all terrorists.,"You're going to have to update your vocabulary or try not to mix it all up with the amalgams. If I'm amused to say that all priests are pedophiles and that Jews like money, I could say I have the same score of IQ as you are 5.","60.0, 60.0, 40.0, 20.0, 20.0, 20.0, 20.0","1, 1, 1, 1, 1, 1, 1","jews like money', 'score of iq', 'same score', 'pedophiles', 'vocabulary', 'amalgams', 'priests'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000695T1,train,Muslims are all terrorists.,False because Islam is the religion of peace. The majority of Muslims are in Asia and curiously no one talks about it.,"300.0, 142.857, 47.619, 47.619, 47.619, 47.619","1, 1, 1, 1, 1, 1","asia', 'talks', 'religion of peace', 'false', 'majority of muslims', 'islam'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000696T1,train,Muslims are all terrorists.,"Our religion has a lot of followers so we have to destroy it by all means, so we make amalgams.","136.364, 45.455, 45.455, 45.455","1, 1, 1, 1","lot of followers', 'means', 'amalgams', 'religion'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000697T1,train,Muslims are all terrorists.,Those who claim this thus justify their own abuses.,200,1,own abuses',"muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000698T1,train,Muslims are all terrorists.,"For Muslims, life is sacred. Who kills a man, it is as if he killed all mankind.","45.455, 45.455, 45.455, 45.455","1, 1, 1, 1","mankind', 'sacred', 'life', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000699T1,train,Muslims are all terrorists.,"Reasoning by contradiction: Muslims are over one billion on earth, more than 4 million in France. If this assertion were true, there would otherwise be more victims!","210.0, 70.0, 70.0, 66.667, 33.333, 33.333","1, 1, 1, 1, 1, 1","reasoning by contradiction', 'assertion', 'more victims', 'earth', 'france', 'muslims'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000700T1,train,Muslims are all terrorists.,"Without competing as a victim, terrorism causes far more Muslim victims.","250.0, 175.0, 83.333, 83.333","1, 1, 1, 1","more muslim victims', 'competing', 'victim', 'terrorism'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
FRT1ST0022HS0014CN000701T1,train,Muslims are all terrorists.,"A terrorist cannot be a Muslim since only Allah alone decides the end of all life and condemns any self-proclaimed ""associate"" to hell.","35.714, 35.714, 35.714, 35.714, 35.714, 35.714, 35.714","1, 1, 1, 1, 1, 1, 1","hell', 'associate', 'self-proclaimed', 'allah', 'terrorist', 'life', 'muslim'","muslims, terrorists","166.667, 166.667","1, 1","terrorists, muslims",,
